"(-0.36174025535583498, 0.057666451136271134, -0.77757577896118169, -1.3626065572102866, 0.46057862043380737, 0.095988416671752924, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.21087686983524234, 3: 0}"
"(-0.47595129013061521, 0.61768208185831708, -0.50522484779357912, -0.82281551361083982, -0.12080615013837814, -0.14384691715240477, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.21433392603923937}"
"(0.079336643218994141, 0.33125115076700845, 0.26513934135437012, -1.071682866414388, -0.32691249251365662, -0.1595255970954895, 0.0, 0.0)","{0: -0.18550042798370328, 1: 0, 2: 0, 3: 0}"
"(-0.099753856658935547, 0.7269582811991373, -0.38974599838256835, -0.75290355682373045, 0.19224439561367035, 0.13380106687545776, 0.0, 0.0)","{0: 0, 1: -0.26899284588790223, 2: 0, 3: 0}"
"(-0.225447940826416, 0.56142006556193036, -0.71210618019103999, -1.0493330637613933, 0.39440503716468811, 0.22229671478271484, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.12717411003675058}"
"(0.059093856811523439, 0.96049042383829752, 0.26102192401885987, -0.1210943380991618, -0.084368303418159485, -0.13014454841613771, 0.0, 0.0)","{0: 0, 1: -0.067699998974225545, 2: 0, 3: 0}"
"(0.068967723846435541, 0.94979639689127604, 0.25121705532073973, -0.19231909116109214, -0.1031746044754982, -0.098129814863204962, 0.0, 0.0)","{0: 0, 1: -0.070254308870656132, 2: 0, 3: 0}"
"(0.71024417877197266, 0.93853731791178385, 0.84299850463867188, -0.61152394612630212, 0.054038763046264648, 0.15926777124404906, 0.0, 0.0)","{0: -0.21418349476920184, 1: 0, 2: 0, 3: 0}"
"(0.11640644073486328, 1.025990301767985, 0.77498888969421387, 0.29386552174886071, -0.10304008424282074, -0.090609341859817505, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.3678624266638269, 3: 0}"
"(0.11911935806274414, 0.020515114466349259, 0.24897174835205077, -1.4954556783040365, -0.41576531529426575, -0.09105910658836365, 1.0, 0.0)","{0: 0, 1: 0, 2: 1.1162864833541375, 3: 0}"
"(0.056549358367919925, 0.96230145136515299, 0.25031065940856934, -0.093408568700154626, -0.07786107063293457, -0.086772185564041135, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.25724209625868455}"
"(0.41878318786621094, 0.33330689112345374, 0.85799322128295896, -1.1593482971191407, -0.25225779414176941, -0.074963039159774786, 0.0, 0.0)","{0: 0, 1: -0.14283924085990793, 2: 0, 3: 0}"
"(0.95860309600830074, 0.54449682871500649, 0.76484055519103999, -0.98812853495279951, 0.28444716334342957, 0.11356030702590943, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.24848315219885084, 3: 0}"
"(-0.28213405609130859, 0.27075362841288247, -0.66167712211608887, -1.1813949584960937, 0.41386339068412781, 0.038945165276527402, 0.0, 0.0)","{0: 0, 1: -0.25069069942333599, 2: 0, 3: 0}"
"(-0.035337162017822263, 0.97723160425821942, -0.51500205993652348, 0.26880362828572596, 0.040331229567527771, 0.13212947845458983, 0.0, 0.0)","{0: 0, 1: -0.11485990419013195, 2: 0, 3: 0}"
"(-0.029196453094482423, 0.90680609385172528, -0.60439181327819824, -0.47079064051310227, 0.023996155709028244, 0.11222518682479858, 0.0, 0.0)","{0: 0, 1: -0.22645348652338543, 2: 0, 3: 0}"
"(0.22987957000732423, 0.93528624216715495, 0.79570269584655762, -0.25586463610331217, -0.18541201949119568, -0.13515076637268067, 0.0, 0.0)","{0: 0, 1: -0.022819125998668598, 2: 0, 3: 0}"
"(-0.23926687240600586, 0.52889595667521161, -0.69417743682861333, -1.098556391398112, 0.41074413061141968, 0.14405418634414674, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.074804982067564543}"
"(0.13175697326660157, 0.76366358439127602, 0.25100424289703371, -0.76346581776936862, -0.19876934587955475, -0.053946924209594724, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.23247759249857994}"
"(-0.66908912658691411, 0.022486406962076801, -0.94940595626831059, -0.25563836097717285, -0.46786743402481079, 2.7863704681396486, 1.0, 1.0)","{0: 0, 1: 0, 2: 0, 3: 0}"
"(0.65671825408935547, -0.17699426968892418, 1.4366917610168457, -0.412347157796224, -0.36778524518013, 0.2595841407775879, 1.0, 1.0)","{0: 0, 1: 0, 2: 0, 3: 0}"
"(0.701812744140625, 0.47508288065592447, 1.3209968566894532, -0.94466889699300138, -0.75913381576538086, -0.36821062564849855, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.70243212453547588, 3: 0}"
"(-0.10365581512451172, 0.71526022593180338, -0.39871237277984617, -0.7809940973917644, 0.2007998526096344, 0.17110893726348878, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.1084288179780043, 3: 0}"
"(0.0052650451660156252, 0.94928036371866864, 0.17968027591705321, 0.16671139399210613, -0.0038814442232251167, -0.037191081047058108, 0.0, 0.0)","{0: 0.13325587224643698, 1: 0, 2: 0, 3: 0}"
"(-0.50103745460510252, 0.55205221811930338, -0.48545980453491211, -0.91108531951904292, -0.17213781177997589, -0.23308165073394777, 0.0, 0.0)","{0: -0.28330573863706265, 1: 0, 2: 0, 3: 0}"
"(0.059432888031005861, 0.96430483500162756, 0.74095726013183594, 0.10481732686360677, -0.038848843425512314, -0.068892824649810794, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.11791604035093702}"
"(0.74402256011962886, 0.8978344980875651, 0.82555761337280276, -0.71920598347981779, 0.092562653124332428, 0.22943086624145509, 0.0, 0.0)","{0: -0.2599302027813451, 1: 0, 2: 0, 3: 0}"
"(-0.21085782051086427, 0.44479637781778969, -0.58881654739379885, -0.9740165710449219, 0.39555889368057251, 0.11429190635681152, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.0017335003519957594, 3: 0}"
"(0.13821401596069335, 0.61479483286539716, 0.30093595981597898, -0.84369354248046879, -0.14861936867237091, 0.045512333512306213, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.096321256861515964, 3: 0}"
"(0.37622804641723634, 0.41620436350504553, 0.83738517761230469, -1.0236726125081381, -0.23748821020126343, 0.0093824274837970741, 0.0, 0.0)","{0: -0.14461011550639855, 1: 0, 2: 0, 3: 0}"
"(0.12862167358398438, 0.61500273386637372, 0.46687412261962891, -0.84924157460530614, -0.40774387121200562, -0.32195334434509276, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.36921962689995086}"
"(0.85574741363525386, 0.30023446718851721, 1.4733090400695801, -1.1886951446533203, -1.0324203968048096, -0.5958889961242676, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.67115648253148086}"
"(-0.023209285736083985, 0.91386681238810219, -0.59379653930664067, -0.44374844233194993, 0.018385415896773338, 0.069738495349884036, 0.0, 0.0)","{0: 0, 1: -0.23853561746792581, 2: 0, 3: 0}"
"(0.0061069488525390628, 0.92840223948160805, 0.31352088451385496, -0.41986096700032555, -0.0084907077252864838, -0.099917274713516233, 0.0, 0.0)","{0: -0.19954502175152983, 1: 0, 2: 0, 3: 0}"
"(0.1633584976196289, 1.0545860354105632, 0.80401954650878904, 0.33097696304321289, -0.12625490128993988, -0.053987896442413329, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.11968009788989764}"
"(0.041988372802734375, 0.65528116861979169, 0.14178576469421386, -0.91314080556233734, -0.16225489974021912, -0.19494843482971191, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.10460681708208995, 3: 0}"
"(-0.17180795669555665, 0.99267998377482092, -0.52273406982421877, -0.074179156621297204, 0.040563788264989853, -0.067752689123153687, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: 0.10990494373844524}"
"(0.23329477310180663, 0.67412415186564123, 0.76792550086975098, -0.84404697418212893, -0.22484536468982697, -0.076498633623123174, 0.0, 0.0)","{0: 0, 1: -0.055898468255799007, 2: 0, 3: 0}"
"(0.54135217666625979, 0.068199211756388323, 0.91652774810791016, -1.3397385915120443, -0.23886746168136597, -0.02742002308368683, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.055466838089670324, 3: 0}"
"(0.10247335433959961, 0.68694515864054362, 0.42206263542175293, -0.77482554117838542, -0.315439373254776, -0.27871298789978027, 0.0, 0.0)","{0: -0.262341386467142, 1: 0, 2: 0, 3: 0}"
"(-0.5581815242767334, 0.35989256540934245, -0.46629691123962402, -1.2094837188720704, -0.31903132796287537, -0.20964269638061522, 0.0, 0.0)","{0: -0.29632029488569744, 1: 0, 2: 0, 3: 0}"
"(0.032572746276855469, 0.74379559199015299, 0.12659621238708496, -0.7497308731079102, -0.095569036900997162, -0.10144907236099243, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.23045301851365127}"
"(0.030143165588378908, 0.76587801615397133, 0.12692537307739257, -0.72757167816162105, -0.085423678159713745, -0.09723167419433594, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.072199941531259235, 3: 0}"
"(0.060043811798095703, 0.47627754847208659, 0.161127769947052, -1.0661964416503906, -0.27104118466377258, -0.1209417462348938, 0.0, 0.0)","{0: 0, 1: -0.1136300944318349, 2: 0, 3: 0}"
"(-0.36975402832031251, 0.037352902094523091, -0.80560464859008785, -1.3556453704833984, 0.46524727344512939, 0.093372786045074457, 0.0, 0.0)","{0: 0, 1: -0.42018730093445522, 2: 0, 3: 0}"
"(0.25392665863037112, -0.0056736882527669511, 0.33334918022155763, -1.4650995890299481, -0.41672581434249878, 0.14504848718643187, 1.0, 0.0)","{0: 0, 1: -10.0, 2: 0, 3: 0}"
"(0.29455156326293946, 0.8949108187357584, 0.83247070312500004, -0.4083737373352051, -0.26270663738250732, -0.2326362133026123, 0.0, 0.0)","{0: 0, 1: -0.078640032465176438, 2: 0, 3: 0}"
"(-0.20502314567565919, 0.45938444773356119, -0.60046448707580569, -0.95022627512613933, 0.38984429836273193, 0.1657045602798462, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.093126608133320479}"
"(0.069541454315185547, 0.39565525690714515, 0.2399203062057495, -1.021028709411621, -0.29657182097434998, -0.11486166715621948, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.22159082370548036}"
"(0.69322319030761714, 0.95647545496622721, 0.85059041976928706, -0.55780099232991542, 0.038111928850412369, 0.12877112627029419, 0.0, 0.0)","{0: 0, 1: -0.15053533474158759, 2: 0, 3: 0}"
"(-0.14001007080078126, 0.6210335795084635, -0.49314327239990235, -0.82660859425862643, 0.2837856113910675, 0.17595069408416747, 0.0, 0.0)","{0: 0, 1: -0.28384400426612316, 2: 0, 3: 0}"
"(0.47022199630737305, 0.72064934412638348, 0.98148965835571289, -0.74258613586425781, -0.40318512916564941, -0.24611892700195312, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.11406637713193278, 3: 0}"
"(0.11169147491455078, 0.086589771906534801, 0.24939248561859131, -1.4148672739664716, -0.39967921376228333, -0.090899950265884405, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.28878056513836431}"
"(0.25557880401611327, 1.1065421168009439, 0.86293382644653316, 0.289772097269694, -0.19511362910270691, -0.1646880865097046, 0.0, 0.0)","{0: 0, 1: 0.067336691667478132, 2: 0, 3: 0}"
"(0.10167026519775391, 0.87684240976969396, 0.24578249454498291, -0.47148154576619467, -0.13735947012901306, -0.10103323459625244, 0.0, 0.0)","{0: -0.21704603264323907, 1: 0, 2: 0, 3: 0}"
"(0.15782785415649414, 0.53212538401285803, 0.53870491981506352, -0.97737077077229828, -0.5203360915184021, -0.42273421287536622, 0.0, 0.0)","{0: -0.31800963690604367, 1: 0, 2: 0, 3: 0}"
"(0.40966663360595701, 1.1176795069376628, 0.81186132431030278, -0.14894954363505047, -0.11369634419679642, 0.12597689628601075, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.089434576785405964, 3: 0}"
"(0.096918773651123044, 0.89057102839152014, 0.22685070037841798, -0.41657371520996095, -0.12882798910140991, -0.024312311410903932, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.27271106110454174}"
"(-0.047008895874023439, 0.8549840990702311, -0.34282307624816893, -0.50724538167317712, 0.080025039613246918, 0.10113354921340942, 0.0, 0.0)","{0: 0, 1: -0.26105541895346945, 2: 0, 3: 0}"
"(0.066872596740722656, 0.96546860376993815, 0.74910354614257812, 0.077443790435791013, -0.043931599706411362, -0.10166443586349487, 0.0, 0.0)","{0: -0.041277884867923831, 1: 0, 2: 0, 3: 0}"
"(-0.08485822677612305, 1.0013287607828776, -0.49049992561340333, 0.088827912012736016, 0.079102694988250732, 0.012927895784378052, 0.0, 0.0)","{0: 0.020530449038983534, 1: 0, 2: 0, 3: 0}"
"(-0.48099827766418457, 0.60493403116861977, -0.495468807220459, -0.85064462025960297, -0.12999100983142853, -0.18369704484939575, 0.0, 0.0)","{0: -0.25270204981516148, 1: 0, 2: 0, 3: 0}"
"(0.21738100051879883, 0.21306749025980629, 0.3487187147140503, -1.3776233673095704, -0.33804184198379517, -0.15849331617355347, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.27366195953888439}"
"(-0.088021755218505859, 0.75964556376139325, -0.39976470470428466, -0.67325483957926435, 0.16598981618881226, 0.17424985170364379, 0.0, 0.0)","{0: 0, 1: -0.31377686170460195, 2: 0, 3: 0}"
"(0.16630630493164061, 0.56150103251139316, 0.23523013591766356, -1.1339410146077475, -0.23054647445678711, 0.012591195106506348, 0.0, 0.0)","{0: -0.095150802351344058, 1: 0, 2: 0, 3: 0}"
"(0.05713930130004883, 0.86398020426432287, 0.28239293098449708, -0.39942528406778977, -0.065504342317581177, -0.062180268764495852, 0.0, 0.0)","{0: -0.18936658948050822, 1: 0, 2: 0, 3: 0}"
"(0.19657182693481445, 0.40783520380655924, 0.41789679527282714, -0.95274219512939451, -0.12249733507633209, -0.010438551753759384, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.20014686300956996}"
"(0.3503270149230957, 0.081044727961222307, 0.84184761047363277, -0.76700439453125002, -1.4109177589416504, -4.0810855865478519, 1.0, 0.0)","{0: 0, 1: -2.1582327710820635, 2: 0, 3: 0}"
"(-0.62793636322021484, 0.051278645197550432, -0.39182145595550538, -1.5011460622151693, -0.4519919753074646, -0.23903632164001465, 1.0, 0.0)","{0: 0, 1: 0, 2: 3.0927946389616365, 3: 0}"
"(0.070384311676025393, 0.77117987314860026, 0.38034586906433104, -0.65032717386881511, -0.19456258416175842, -0.28925421237945559, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.3456560761628622}"
"(0.10454750061035156, 0.85047388712565097, 0.75674352645874021, -0.5947210311889648, -0.1284170001745224, -0.18438428640365601, 0.0, 0.0)","{0: 0, 1: -0.053895920877752593, 2: 0, 3: 0}"
"(-0.010168361663818359, 0.95306091944376625, -0.51991744041442867, 0.40216140747070311, 0.013470212928950787, 0.15233302116394043, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: 0.13832344659614376}"
"(0.052752017974853516, 0.55602055231730141, 0.17038893699645996, -1.0004274368286132, -0.23563633859157562, -0.22897844314575194, 0.0, 0.0)","{0: 0, 1: -0.17084027759456707, 2: 0, 3: 0}"
"(0.18441629409790039, 0.45017195383707681, 0.37520928382873536, -0.91614195505777996, -0.12318684160709381, 0.050662565231323245, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.18424781212948166}"
"(-0.35455808639526365, 0.84608441034952797, -0.51627321243286128, -0.54897155761718752, -0.020220259204506874, -0.033909955620765687, 0.0, 0.0)","{0: -0.15412186992243734, 1: 0, 2: 0, 3: 0}"
"(0.66752586364746092, 0.98149500528971356, 0.85550994873046871, -0.51500520706176756, 0.021175147965550423, 0.086895155906677249, 0.0, 0.0)","{0: -0.16532343531228266, 1: 0, 2: 0, 3: 0}"
"(0.054346656799316405, 0.86996946970621747, 0.27485318183898927, -0.37291739781697592, -0.062395606189966202, -0.032123973965644835, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.2351804770576591}"
"(-0.40210413932800293, -0.048021119435628278, -0.81226758956909184, -1.4641394297281902, 0.49236810207366943, 0.12337360382080079, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.31252819555267297}"
"(0.36917800903320314, 1.1267564837137858, 0.77245855331420898, -0.072437040011088055, -0.15353764593601227, 0.2071138858795166, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.082680263377093763}"
"(0.082186603546142573, 0.87600231806437168, 0.74883646965026851, -0.5144605318705241, -0.10232781618833542, -0.1530547857284546, 0.0, 0.0)","{0: -0.15690046772984376, 1: 0, 2: 0, 3: 0}"
"(0.52817611694335942, 1.0722641054789226, 0.86829395294189449, -0.29349196751912437, -0.050766997039318085, 0.093291705846786505, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.11815379268601418, 3: 0}"
"(0.46775999069213869, 1.0995339457194011, 0.8459227561950684, -0.17048403422037761, -0.07327907532453537, 0.095270693302154541, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.14468213179698911}"
"(0.021080207824707032, 0.89408713022867836, 0.31289057731628417, -0.50109723409016926, -0.035889483988285065, -0.15222946405410767, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.26018069387553855, 3: 0}"
"(0.79497642517089839, 0.82746115366617834, 0.86078929901123047, -0.84200420379638674, 0.14502096176147461, 0.093630635738372797, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.17626641164334389, 3: 0}"
"(0.52069759368896484, 0.66403465906778969, 1.038233757019043, -0.81714356740315763, -0.4855022132396698, -0.39222466945648193, 0.0, 0.0)","{0: -0.32828735048723279, 1: 0, 2: 0, 3: 0}"
"(0.50036773681640623, 0.68793421427408852, 1.0281532287597657, -0.76065559387207027, -0.44861620664596558, -0.3455017566680908, 0.0, 0.0)","{0: -0.29914277187644417, 1: 0, 2: 0, 3: 0}"
"(0.1783900260925293, 0.47009716669718421, 0.53238739967346194, -1.0814285278320312, -0.59650623798370361, -0.39087963104248047, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.19829348851392753, 3: 0}"
"(0.36905565261840823, 0.82636986414591473, 0.86161346435546871, -0.55247402191162109, -0.32934102416038513, -0.089359605312347407, 0.0, 0.0)","{0: 0, 1: -0.033139556620090958, 2: 0, 3: 0}"
"(0.24302473068237304, 0.061104542414347304, 0.37235269546508787, -1.4981793721516927, -0.40909296274185181, -0.13130973577499389, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.031135194339189529, 3: 0}"
"(0.15448799133300781, 0.642567450205485, 0.24463276863098143, -1.0024915695190431, -0.23296184837818146, -0.027353668212890626, 0.0, 0.0)","{0: -0.12882871488579895, 1: 0, 2: 0, 3: 0}"
"(0.031598377227783206, 0.96757832209269201, 0.21194634437561036, 0.04799447854359945, -0.043097972869873047, -0.10568404197692871, 0.0, 0.0)","{0: -0.01392142866285866, 1: 0, 2: 0, 3: 0}"
"(0.11080427169799804, 0.66360397974650065, 0.43854761123657227, -0.76083405812581395, -0.34413787722587585, -0.29525976181030272, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.3599365290049461}"
"(0.020242977142333984, 0.83737278620402011, 0.15238054990768432, -0.62310956319173183, -0.035402875393629074, -0.10712780952453613, 0.0, 0.0)","{0: -0.21592600092814396, 1: 0, 2: 0, 3: 0}"
"(-0.39403667449951174, -0.026088374455769881, -0.82079019546508791, -1.440088653564453, 0.48619940876960754, 0.16278643608093263, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.33317126119842433}"
"(-0.43568754196166992, 0.048627573649088519, -0.86960000991821285, -1.4443289438883467, 0.36535954475402832, -0.10901823043823242, 0.0, 1.0)","{0: 0, 1: 0, 2: 0, 3: 0}"
"(-0.084111118316650385, 0.76973028818766276, -0.39974191188812258, -0.64657739003499359, 0.15727810561656952, 0.1742763638496399, 0.0, 0.0)","{0: -0.21956090549710439, 1: 0, 2: 0, 3: 0}"
"(-0.38590183258056643, -0.0045252736409505442, -0.81317501068115239, -1.4112397511800132, 0.47806009650230408, 0.1281282663345337, 0.0, 0.0)","{0: 0, 1: -0.46226827184550806, 2: 0, 3: 0}"
"(0.021400165557861329, 0.96447601954142248, 0.18848778009414674, 0.019095035394032799, -0.021801913157105446, -0.069324296712875363, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.25085695682260395, 3: 0}"
"(0.13321781158447266, 0.60190115610758466, 0.47651610374450681, -0.8784082412719727, -0.42598754167556763, -0.36487350463867185, 0.0, 0.0)","{0: -0.29635867857556664, 1: 0, 2: 0, 3: 0}"
"(0.059858131408691409, 0.8979403559366862, 0.76072678565979002, -0.43513135910034179, -0.076956629753112793, -0.20139987468719484, 0.0, 0.0)","{0: -0.17268695892572056, 1: 0, 2: 0, 3: 0}"
"(0.029873466491699217, 0.95562439600626625, 0.74454741477966313, 0.21073233286539714, -0.02352500706911087, -0.0836788535118103, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.12224463666076407}"
"(0.9661985397338867, 0.53020392100016278, 0.75335121154785156, -0.95408789316813158, 0.29082953929901123, 0.12764760255813598, 0.0, 0.0)","{0: 0, 1: -0.25594111797402935, 2: 0, 3: 0}"
"(0.56894016265869141, 0.0069150034586588308, 0.93494825363159184, -1.3909061431884766, -0.25175070762634277, -0.13216967582702638, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.12756981095892458, 3: 0}"
"(-0.39694957733154296, 0.77608013788859043, -0.53142886161804204, -0.59285774230957033, -0.043255694210529327, -0.04623705744743347, 0.0, 0.0)","{0: -0.16567754112129479, 1: 0, 2: 0, 3: 0}"
"(0.80361747741699219, 0.81531038920084631, 0.85889854431152346, -0.81056512196858732, 0.1502225250005722, 0.10403120517730713, 0.0, 0.0)","{0: 0, 1: -0.18064936146861033, 2: 0, 3: 0}"
"(-0.020159244537353516, 0.90937729517618815, -0.34019825458526609, -0.38198401133219406, 0.038822837173938751, 0.10824589729309082, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.062001138961694548, 3: 0}"
"(-0.10869522094726562, 1.0027724329630534, -0.45785326957702638, 0.0063956439495086673, 0.069631859660148621, -0.057624918222427365, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.038373346334155942, 3: 0}"
"(0.035221862792968753, 0.72010698954264318, 0.14634335041046143, -0.80379950205485029, -0.11120645701885223, -0.18055613040924073, 0.0, 0.0)","{0: -0.22926908902626908, 1: 0, 2: 0, 3: 0}"
"(-0.58730516433715818, 0.24568739573160805, -0.48726854324340818, -1.3294286092122396, -0.36592695116996765, -0.11533625125885009, 0.0, 0.0)","{0: -0.27876605507969149, 1: 0, 2: 0, 3: 0}"
"(-0.19766225814819335, 0.62228308359781903, -0.67462668418884275, -0.97149270375569674, 0.34950017929077148, 0.18736181259155274, 0.0, 0.0)","{0: 0, 1: -0.29335759688919993, 2: 0, 3: 0}"
"(-0.56294522285461424, 0.34138398806254067, -0.46630110740661623, -1.2361591339111329, -0.32951337099075317, -0.20964112281799316, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.0052470562753558162, 3: 0}"
"(0.10154981613159179, 0.75061312357584631, 0.30841481685638428, -0.61891034444173176, -0.12567515671253204, -0.067609661817550654, 0.0, 0.0)","{0: -0.18176901153112227, 1: 0, 2: 0, 3: 0}"
"(0.51944608688354488, 1.0766689364115396, 0.86829423904418945, -0.26682345072428387, -0.055431585758924484, 0.093291783332824701, 0.0, 0.0)","{0: -0.033895045452831597, 1: 0, 2: 0, 3: 0}"
"(0.45070495605468752, 1.1050608698527018, 0.83483667373657222, -0.19555527369181316, -0.083282254636287689, 0.093641608953475952, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.12963316987243048, 3: 0}"
"(0.32152452468872073, 1.1275026384989419, 0.80211267471313474, 0.083817076683044431, -0.19800260663032532, 0.085141360759735107, 0.0, 0.0)","{0: 0.035399235926851701, 1: 0, 2: 0, 3: 0}"
"(0.16179571151733399, 0.52726536432902016, 0.35391342639923096, -0.8491363525390625, -0.13479204475879669, 0.0087494641542434689, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.26527336396102158, 3: 0}"
"(0.49024457931518556, 0.69926977793375644, 1.0187895774841309, -0.73143596649169917, -0.43134114146232605, -0.3033902645111084, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.39011218053409769}"
"(0.05205812454223633, 0.96273127237955725, 0.73229947090148928, 0.13143832683563234, -0.035404525697231293, -0.03422011733055115, 0.0, 0.0)","{0: 0, 1: 0, 2: 0, 3: -0.10073862474602312}"
"(-0.46570200920104982, 0.64195004145304357, -0.49324688911437986, -0.77073307037353511, -0.10642143338918686, -0.19256080389022828, 0.0, 0.0)","{0: 0, 1: -0.28787523952748573, 2: 0, 3: 0}"
"(0.2131500244140625, 1.0836475435892741, 0.83149805068969729, 0.29655558268229165, -0.16014547646045685, -0.10920393466949463, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.13771624277284958, 3: 0}"
"(0.031823062896728517, 0.90868664423624668, 0.28543927669525149, -0.29762074152628581, -0.04047461599111557, -0.10396796464920044, 0.0, 0.0)","{0: 0, 1: 0, 2: 0.04034458423208321, 3: 0}"
"(0.18402957916259766, 0.45418177286783851, 0.58000640869140629, -1.0684263865152994, -0.61575955152511597, -0.3850665330886841, 0.0, 0.0)","{0: 0, 1: 0, 2: -0.16411869555418152, 3: 0}"
"(0.074312400817871091, 0.96623259226481117, 0.74911928176879883, 0.050773298740386962, -0.049013227224349976, -0.10164183378219604, 0.0, 0.0)","{0: -0.047268189114879539, 1: 0, 2: 0, 3: 0}"
